secs,miles,pickup,dropoff,hour,month,day,wday,company_id
1260,0.6,32,68,21,1,15,Tue,0
1260,0.5,32,68,13,1,18,Fri,0
1500,1.0,13,68,23,1,29,Tue,0
1200,0.6,8,68,20,2,9,Sat,0
2880,1.1,77,68,16,3,11,Mon,0
1020,0.6,32,68,3,3,23,Sat,0
3060,1.1,2,68,16,3,24,Sun,0
1320,0.5,8,68,12,4,3,Wed,0
960,0.5,28,68,17,4,20,Sat,0
2040,1.5,76,68,12,5,9,Thu,0
1560,0.7,8,68,18,5,12,Sun,0
1260,0.5,28,68,14,5,13,Mon,0
1020,0.7,7,68,7,5,15,Wed,0
1620,0.5,51,68,13,6,5,Wed,0
1140,0.5,32,68,14,6,11,Tue,0
2940,0.5,28,68,18,6,12,Wed,0
1020,0.6,8,68,8,6,17,Mon,0
1440,0.5,28,68,16,6,18,Tue,0
1080,0.6,8,68,8,7,8,Mon,0
2100,0.5,28,68,15,7,16,Tue,0
660,6.9,28,68,21,7,20,Sat,0
2400,0.6,28,68,18,7,30,Tue,0
2160,0.5,28,68,17,7,31,Wed,0
2520,0.7,28,68,17,8,1,Thu,0
900,0.5,32,68,22,8,4,Sun,0
1920,0.5,28,68,17,8,5,Mon,0
1200,0.6,48,68,13,8,12,Mon,0
1740,0.5,28,68,17,8,19,Mon,0
1020,0.6,32,68,9,8,20,Tue,0
1080,0.6,8,68,3,8,21,Wed,0
1680,0.8,28,68,13,8,23,Fri,0
900,0.5,50,68,15,8,27,Tue,0
2700,1.1,2,68,11,9,12,Thu,0
2160,1.3,76,68,14,9,13,Fri,0
780,0.5,28,68,20,9,16,Mon,0
1440,0.5,32,68,23,9,16,Mon,0
3060,0.7,28,68,17,9,19,Thu,0
1500,0.5,28,68,17,10,8,Tue,0
2220,0.8,6,68,2,10,23,Wed,0
1140,0.6,8,68,19,10,30,Wed,0
2700,0.7,8,68,16,11,1,Fri,0
1860,0.6,28,68,19,11,7,Thu,0
1560,0.6,28,68,15,11,11,Mon,0
2220,1.1,2,68,8,11,16,Sat,0
1320,0.6,28,68,21,11,16,Sat,0
2040,0.6,32,68,18,12,9,Mon,0
60,0.9,69,68,12,12,30,Mon,0
1740,6.9,36,68,9,1,2,Wed,1
1320,7.6,35,68,9,1,3,Thu,1
780,8.1,28,68,9,1,3,Thu,1
960,0.6,28,68,4,1,4,Fri,1
2640,24.1,76,68,7,1,4,Fri,1
2400,6.8,36,68,9,1,4,Fri,1
780,8.6,28,68,10,1,4,Fri,1
1080,5.0,38,68,20,1,4,Fri,1
780,6.5,33,68,18,1,5,Sat,1
2280,6.7,29,68,6,1,6,Sun,1
480,4.4,37,68,10,1,6,Sun,1
1080,0.5,50,68,13,1,6,Sun,1
660,6.4,33,68,17,1,6,Sun,1
3180,15.8,6,68,9,1,8,Tue,1
1260,8.4,8,68,21,1,8,Tue,1
1020,0.5,28,68,22,1,8,Tue,1
960,0.6,32,68,23,1,8,Tue,1
1320,7.2,36,68,9,1,9,Wed,1
840,5.3,33,68,15,1,9,Wed,1
3360,0.7,32,68,16,1,9,Wed,1
960,3.0,41,68,18,1,9,Wed,1
360,0.8,68,68,3,1,10,Thu,1
2400,5.4,39,68,9,1,10,Thu,1
660,3.2,42,68,13,1,10,Thu,1
1320,10.8,32,68,16,1,10,Thu,1
2760,5.8,39,68,9,1,11,Fri,1
1080,8.7,24,68,12,1,11,Fri,1
1080,8.6,39,68,15,1,11,Fri,1
2160,7.0,69,68,15,1,11,Fri,1
660,4.0,35,68,17,1,11,Fri,1
660,7.5,32,68,8,1,12,Sat,1
900,4.0,42,68,23,1,12,Sat,1
1560,10.8,32,68,1,1,13,Sun,1
540,4.4,37,68,11,1,13,Sun,1
2460,8.6,33,68,9,1,14,Mon,1
780,4.5,43,68,6,1,15,Tue,1
1740,17.6,15,68,6,1,15,Tue,1
1920,0.6,32,68,12,1,15,Tue,1
1980,16.8,15,68,7,1,16,Wed,1
960,7.8,32,68,9,1,16,Wed,1
540,7.5,28,68,5,1,18,Fri,1
3780,31.3,76,68,7,1,18,Fri,1
1920,7.3,41,68,9,1,18,Fri,1
1320,0.7,34,68,13,1,18,Fri,1
1020,5.1,38,68,18,1,19,Sat,1
1440,15.8,77,68,1,1,21,Mon,1
3180,0.6,73,68,0,1,22,Tue,1
2700,19.8,2,68,10,1,22,Tue,1
1920,14.4,7,68,2,1,23,Wed,1
840,4.2,38,68,10,1,23,Wed,1
780,6.4,33,68,17,1,23,Wed,1
600,4.4,38,68,9,1,24,Thu,1
1980,8.2,33,68,12,1,24,Thu,1
1140,5.8,34,68,15,1,24,Thu,1
1020,3.4,42,68,18,1,24,Thu,1
1980,7.5,41,68,9,1,25,Fri,1
900,4.2,41,68,10,1,25,Fri,1
780,4.8,34,68,15,1,25,Fri,1
840,9.2,32,68,2,1,26,Sat,1
1680,8.5,43,68,12,1,26,Sat,1
2460,8.0,30,68,15,1,26,Sat,1
60,0.5,68,68,16,1,26,Sat,1
300,1.4,68,68,16,1,26,Sat,1
960,4.7,38,68,8,1,27,Sun,1
1860,16.1,77,68,14,1,27,Sun,1
1020,5.7,38,68,20,1,27,Sun,1
2520,5.5,35,68,9,1,28,Mon,1
1260,3.9,44,68,17,1,28,Mon,1
3120,9.8,32,68,18,1,29,Tue,1
1020,10.1,8,68,2,1,31,Thu,1
1980,0.6,8,68,9,1,31,Thu,1
2520,6.3,39,68,10,2,1,Fri,1
2700,0.6,8,68,17,2,1,Fri,1
3540,0.6,32,68,18,2,1,Fri,1
1020,11.0,8,68,3,2,2,Sat,1
540,5.1,34,68,6,2,2,Sat,1
960,0.5,32,68,9,2,2,Sat,1
1200,0.5,35,68,13,2,2,Sat,1
240,1.5,61,68,21,2,2,Sat,1
2640,8.5,39,68,17,2,4,Mon,1
1740,6.8,30,68,21,2,4,Mon,1
960,4.3,43,68,12,2,5,Tue,1
1620,10.2,32,68,13,2,5,Tue,1
2340,5.8,39,68,9,2,7,Thu,1
1080,5.1,43,68,13,2,7,Thu,1
1320,0.6,8,68,14,2,7,Thu,1
1320,11.0,28,68,2,2,8,Fri,1
1440,7.5,35,68,9,2,8,Fri,1
660,2.9,42,68,14,2,8,Fri,1
1320,6.3,33,68,18,2,8,Fri,1
2640,8.0,33,68,15,2,9,Sat,1
1140,5.2,42,68,23,2,9,Sat,1
480,4.3,37,68,9,2,10,Sun,1
1680,0.6,24,68,11,2,11,Mon,1
1680,6.9,32,68,14,2,11,Mon,1
4680,1.5,76,68,18,2,11,Mon,1
1500,6.9,56,68,23,2,11,Mon,1
780,4.5,43,68,7,2,12,Tue,1
1020,0.5,28,68,14,2,12,Tue,1
5340,23.6,3,68,18,2,12,Tue,1
360,2.8,37,68,5,2,13,Wed,1
1680,6.0,38,68,10,2,13,Wed,1
4080,1.0,32,68,14,2,13,Wed,1
900,5.4,38,68,20,2,14,Thu,1
1200,0.5,8,68,2,2,15,Fri,1
3720,6.9,36,68,9,2,15,Fri,1
1020,3.0,66,68,9,2,15,Fri,1
840,2.5,41,68,15,2,15,Fri,1
780,0.5,32,68,21,2,15,Fri,1
1980,7.8,39,68,9,2,16,Sat,1
780,4.1,38,68,17,2,16,Sat,1
900,6.8,49,68,20,2,16,Sat,1
600,4.2,37,68,10,2,17,Sun,1
1140,0.5,50,68,13,2,17,Sun,1
720,7.0,28,68,11,2,19,Tue,1
720,4.2,38,68,20,2,19,Tue,1
540,2.3,68,68,2,2,20,Wed,1
2100,6.0,39,68,9,2,20,Wed,1
1380,7.7,32,68,19,2,20,Wed,1
1500,8.2,35,68,9,2,21,Thu,1
