secs,miles,pickup,dropoff,hour,month,day,wday,company_id
2160,0.9,8,48,0,2,22,Fri,0
6000,2.4,56,48,16,3,1,Fri,0
1920,0.7,8,48,12,4,15,Mon,0
1680,0.9,8,48,23,5,13,Mon,0
3660,1.2,77,48,13,8,24,Sat,0
1860,0.7,8,48,10,9,20,Fri,0
2640,0.9,56,48,8,10,16,Wed,0
1860,0.9,8,48,20,11,25,Mon,0
1920,0.7,32,48,17,12,10,Tue,0
1980,0.9,8,48,20,12,14,Sat,0
1920,0.9,8,48,21,12,23,Mon,0
720,4.2,49,48,11,12,27,Fri,0
540,2.6,45,48,10,1,1,Tue,1
660,3.9,43,48,16,1,1,Tue,1
1560,0.7,8,48,10,1,2,Wed,1
1740,0.7,8,48,11,1,4,Fri,1
840,3.0,45,48,18,1,4,Fri,1
1860,1.5,48,48,10,1,5,Sat,1
1260,7.7,38,48,17,1,6,Sun,1
1560,12.2,8,48,11,1,7,Mon,1
1860,12.8,8,48,12,1,7,Mon,1
1500,14.0,8,48,9,1,9,Wed,1
1800,0.7,8,48,12,1,9,Wed,1
1980,0.8,8,48,10,1,11,Fri,1
4260,22.2,3,48,19,1,11,Fri,1
1140,2.4,43,48,22,1,11,Fri,1
1800,8.6,35,48,11,1,12,Sat,1
1680,0.8,8,48,11,1,14,Mon,1
1260,5.6,39,48,15,1,14,Mon,1
2820,14.2,56,48,13,1,15,Tue,1
1740,0.7,8,48,10,1,16,Wed,1
1440,13.3,28,48,12,1,17,Thu,1
2760,0.7,48,48,11,1,18,Fri,1
600,3.3,42,48,13,1,18,Fri,1
840,3.4,43,48,15,1,22,Tue,1
1980,0.7,8,48,10,1,23,Wed,1
1200,8.7,35,48,15,1,23,Wed,1
1680,0.7,8,48,11,1,25,Fri,1
2340,11.1,34,48,16,1,25,Fri,1
3120,17.4,8,48,5,1,28,Mon,1
1800,13.6,8,48,11,1,28,Mon,1
1260,9.8,33,48,13,1,29,Tue,1
3240,1.6,11,48,7,1,31,Thu,1
2820,0.8,8,48,10,2,1,Fri,1
3300,44.6,76,48,12,2,1,Fri,1
900,5.3,39,48,9,2,3,Sun,1
3600,0.7,62,48,17,2,3,Sun,1
1080,5.0,41,48,9,2,4,Mon,1
1740,0.8,8,48,11,2,4,Mon,1
1560,0.8,8,48,11,2,6,Wed,1
840,2.4,43,48,19,2,6,Wed,1
1500,1.0,28,48,23,2,6,Wed,1
1440,8.5,38,48,8,2,7,Thu,1
1200,5.5,41,48,7,2,8,Fri,1
2040,0.7,8,48,10,2,8,Fri,1
1920,0.7,8,48,12,2,8,Fri,1
1020,5.3,41,48,7,2,11,Mon,1
2520,0.8,8,48,10,2,11,Mon,1
540,1.0,48,48,1,2,12,Tue,1
720,7.1,53,48,11,2,12,Tue,1
1500,8.2,53,48,10,2,13,Wed,1
1860,0.8,8,48,11,2,13,Wed,1
2040,0.8,8,48,11,2,15,Fri,1
1860,0.7,8,48,10,2,18,Mon,1
720,3.4,42,48,12,2,19,Tue,1
1860,0.7,8,48,13,2,19,Tue,1
1500,6.2,41,48,16,2,19,Tue,1
2040,12.4,32,48,18,2,19,Tue,1
2040,0.7,8,48,10,2,20,Wed,1
1440,6.1,41,48,16,2,20,Wed,1
540,1.6,43,48,12,2,21,Thu,1
1680,0.7,8,48,12,2,22,Fri,1
1500,0.7,32,48,23,2,23,Sat,1
1740,0.8,8,48,11,2,25,Mon,1
1080,0.7,28,48,0,2,26,Tue,1
1740,13.0,28,48,10,2,26,Tue,1
1380,11.7,32,48,1,2,27,Wed,1
1800,0.7,8,48,11,2,27,Wed,1
2580,0.6,67,48,16,2,28,Thu,1
1500,0.9,32,48,20,2,28,Thu,1
1380,6.5,41,48,21,2,28,Thu,1
360,1.3,45,48,2,3,1,Fri,1
1800,0.8,8,48,11,3,1,Fri,1
1500,12.6,38,48,20,3,2,Sat,1
1560,15.4,24,48,22,3,3,Sun,1
1620,0.8,8,48,10,3,4,Mon,1
960,4.4,43,48,20,3,4,Mon,1
300,1.1,46,48,12,3,5,Tue,1
1980,0.7,8,48,11,3,6,Wed,1
1020,1.6,43,48,12,3,6,Wed,1
1680,11.5,32,48,20,3,6,Wed,1
1080,7.6,38,48,7,3,7,Thu,1
1440,0.5,35,48,11,3,8,Fri,1
1800,0.8,8,48,11,3,8,Fri,1
2040,12.5,8,48,12,3,8,Fri,1
300,1.5,45,48,14,3,9,Sat,1
1260,13.0,28,48,5,3,10,Sun,1
1020,1.0,48,48,12,3,10,Sun,1
1800,0.7,8,48,10,3,11,Mon,1
420,2.2,43,48,13,3,11,Mon,1
1380,16.1,28,48,14,3,12,Tue,1
1260,9.3,35,48,23,3,12,Tue,1
1080,4.7,41,48,8,3,13,Wed,1
1680,0.8,8,48,11,3,13,Wed,1
1620,11.8,32,48,20,3,13,Wed,1
2340,0.5,67,48,16,3,14,Thu,1
540,2.6,43,48,10,3,15,Fri,1
1860,0.7,8,48,10,3,15,Fri,1
420,2.0,48,48,11,3,15,Fri,1
1680,0.7,8,48,12,3,15,Fri,1
2400,0.8,8,48,16,3,15,Fri,1
1800,0.8,8,48,11,3,18,Mon,1
1800,0.7,8,48,10,3,19,Tue,1
1200,8.6,35,48,10,3,19,Tue,1
420,2.5,44,48,1,3,20,Wed,1
1200,5.2,39,48,12,3,21,Thu,1
2640,13.6,28,48,18,3,22,Fri,1
2580,1.7,76,48,22,3,24,Sun,1
300,1.8,47,48,9,3,29,Fri,1
1740,0.8,8,48,11,4,1,Mon,1
1200,4.4,41,48,17,4,1,Mon,1
360,1.8,47,48,10,4,2,Tue,1
1800,0.7,8,48,10,4,3,Wed,1
1080,5.1,39,48,12,4,4,Thu,1
1560,0.8,8,48,11,4,5,Fri,1
1560,5.1,68,48,15,4,5,Fri,1
1920,11.8,32,48,17,4,15,Mon,1
1560,0.8,8,48,11,4,17,Wed,1
1740,13.7,32,48,19,4,18,Thu,1
1620,0.9,32,48,12,4,19,Fri,1
600,2.6,48,48,23,4,19,Fri,1
1860,0.8,32,48,20,4,20,Sat,1
1920,31.0,76,48,7,4,21,Sun,1
1800,1.1,7,48,20,4,21,Sun,1
1980,0.7,8,48,10,4,22,Mon,1
2760,13.5,56,48,18,4,22,Mon,1
1740,13.0,8,48,12,4,23,Tue,1
1680,0.5,35,48,17,4,23,Tue,1
2700,0.7,8,48,10,4,24,Wed,1
300,1.4,44,48,14,4,25,Thu,1
2700,14.1,8,48,17,4,25,Thu,1
1320,6.1,71,48,10,4,26,Fri,1
600,2.7,44,48,10,4,27,Sat,1
1560,5.9,43,48,18,4,27,Sat,1
1260,4.4,41,48,21,4,27,Sat,1
1200,9.7,33,48,18,4,28,Sun,1
1020,4.9,41,48,9,4,29,Mon,1
2820,0.8,28,48,10,4,29,Mon,1
1920,0.8,8,48,10,4,29,Mon,1
1200,5.1,41,48,14,4,29,Mon,1
1860,14.1,8,48,21,4,30,Tue,1
1980,9.2,71,48,10,5,1,Wed,1
2040,0.7,8,48,11,5,1,Wed,1
960,4.8,41,48,8,5,3,Fri,1
2280,13.0,35,48,9,5,3,Fri,1
2100,0.7,8,48,10,5,3,Fri,1
2040,5.9,41,48,17,5,3,Fri,1
1380,0.6,35,48,12,5,4,Sat,1
2100,14.6,8,48,19,5,4,Sat,1
1860,0.5,38,48,9,5,6,Mon,1
720,3.3,42,48,9,5,6,Mon,1
