secs,miles,pickup,dropoff,hour,month,day,wday,company_id
1680,0.9,46,28,11,1,16,Wed,0
1980,0.8,46,28,13,2,26,Tue,0
1680,0.9,46,8,12,4,20,Sat,0
5040,1.3,46,6,23,6,28,Fri,0
1320,0.6,46,33,13,8,12,Mon,0
3180,0.8,46,7,14,9,11,Wed,0
1260,0.6,46,33,11,11,25,Mon,0
2160,30.3,46,76,5,1,2,Wed,1
1560,12.6,46,8,11,1,5,Sat,1
1440,7.1,46,70,13,1,6,Sun,1
2400,0.7,46,56,7,1,7,Mon,1
3600,14.3,46,8,8,1,12,Sat,1
5820,1.6,46,8,21,1,13,Sun,1
420,2.1,46,45,15,1,15,Tue,1
1920,15.1,46,7,13,1,16,Wed,1
960,4.3,46,44,12,1,17,Thu,1
1620,0.8,46,8,13,1,20,Sun,1
1620,15.7,46,24,23,1,24,Thu,1
600,2.4,46,42,15,1,28,Mon,1
1260,6.9,46,38,15,1,30,Wed,1
2520,20.2,46,23,18,1,30,Wed,1
1140,5.7,46,41,9,1,31,Thu,1
1680,5.9,46,41,9,2,1,Fri,1
1800,12.1,46,8,15,2,1,Fri,1
720,3.6,46,43,13,2,2,Sat,1
2640,31.0,46,76,12,2,3,Sun,1
840,3.0,46,42,17,2,6,Wed,1
1680,12.3,46,8,16,2,8,Fri,1
720,3.0,46,42,17,2,11,Mon,1
1200,5.4,46,41,9,2,12,Tue,1
1920,15.0,46,7,10,2,14,Thu,1
780,3.1,46,42,17,2,14,Thu,1
1800,0.7,46,28,14,2,15,Fri,1
1080,4.9,46,49,11,2,16,Sat,1
1440,11.9,46,8,12,2,17,Sun,1
600,2.5,46,43,13,2,18,Mon,1
1140,6.2,46,42,15,2,19,Tue,1
1740,12.6,46,8,13,2,20,Wed,1
660,3.3,46,46,23,2,20,Wed,1
780,3.1,46,42,17,2,21,Thu,1
1200,5.3,46,49,16,2,22,Fri,1
1800,11.7,46,8,16,2,22,Fri,1
1140,6.2,46,38,11,2,23,Sat,1
1740,12.5,46,8,14,2,23,Sat,1
360,1.6,46,43,12,2,25,Mon,1
660,2.1,46,69,12,3,1,Fri,1
3360,29.4,46,76,17,3,3,Sun,1
300,1.1,46,48,12,3,5,Tue,1
1020,2.5,46,42,0,3,7,Thu,1
1920,15.8,46,7,13,3,7,Thu,1
1080,4.8,46,44,14,3,8,Fri,1
1320,9.4,46,33,11,3,13,Wed,1
2580,8.9,46,63,13,3,14,Thu,1
1020,6.4,46,39,21,3,14,Thu,1
2280,15.5,46,7,10,3,15,Fri,1
900,4.9,46,44,11,3,16,Sat,1
720,3.2,46,69,15,3,18,Mon,1
300,1.9,46,69,14,3,19,Tue,1
2340,14.9,46,24,17,3,19,Tue,1
1260,6.7,46,36,15,3,21,Thu,1
840,4.6,46,50,18,3,25,Mon,1
960,4.3,46,39,16,3,29,Fri,1
1320,7.9,46,38,15,3,31,Sun,1
1020,4.9,46,68,7,4,1,Mon,1
720,3.9,46,44,11,4,3,Wed,1
1380,11.9,46,32,11,4,4,Thu,1
2040,1.2,46,56,11,4,5,Fri,1
2040,14.9,46,7,12,4,19,Fri,1
1020,5.7,46,49,14,4,22,Mon,1
1860,7.8,46,38,13,4,23,Tue,1
660,3.1,46,42,17,4,23,Tue,1
1080,5.8,46,41,14,4,25,Thu,1
300,1.4,46,43,12,4,28,Sun,1
4140,29.9,46,76,16,4,28,Sun,1
1320,8.1,46,35,11,4,29,Mon,1
1020,4.9,46,44,13,4,29,Mon,1
2040,8.4,46,38,16,4,30,Tue,1
1380,8.8,46,38,15,5,1,Wed,1
900,5.5,46,53,20,5,4,Sat,1
1500,13.4,46,28,20,5,5,Sun,1
2880,21.0,46,2,10,5,7,Tue,1
2160,9.9,46,38,14,5,7,Tue,1
120,0.5,46,46,19,5,7,Tue,1
1380,9.9,46,35,0,5,8,Wed,1
1200,10.6,46,32,4,5,10,Fri,1
1620,7.8,46,38,14,5,10,Fri,1
1380,6.7,46,41,19,5,10,Fri,1
600,3.8,46,42,22,5,10,Fri,1
1080,6.4,46,39,22,5,10,Fri,1
960,4.3,46,41,14,5,11,Sat,1
1200,5.8,46,53,15,5,11,Sat,1
300,1.1,46,43,19,5,11,Sat,1
1020,7.5,46,38,11,5,12,Sun,1
1140,5.4,46,41,13,5,13,Mon,1
600,2.4,46,51,12,5,14,Tue,1
1500,10.4,46,32,11,5,16,Thu,1
1020,0.9,46,43,23,5,16,Thu,1
360,0.6,46,46,20,5,17,Fri,1
1140,9.2,46,33,20,5,18,Sat,1
1920,0.7,46,8,15,5,22,Wed,1
1260,7.5,46,38,18,5,23,Thu,1
2520,9.2,46,38,18,5,23,Thu,1
2160,13.0,46,8,20,5,25,Sat,1
2520,16.6,46,6,11,5,26,Sun,1
1380,13.8,46,58,10,5,28,Tue,1
2040,12.3,46,8,18,5,28,Tue,1
1800,12.5,46,8,11,5,29,Wed,1
2220,11.3,46,28,12,5,30,Thu,1
2520,11.7,46,8,18,5,30,Thu,1
2340,12.2,46,33,17,6,1,Sat,1
1440,5.4,46,73,11,6,2,Sun,1
1560,1.0,46,25,23,6,3,Mon,1
2940,11.1,46,38,15,6,4,Tue,1
1860,12.4,46,8,11,6,5,Wed,1
360,1.4,46,43,14,6,5,Wed,1
1800,13.1,46,31,14,6,6,Thu,1
1260,12.3,46,28,6,6,7,Fri,1
2760,20.7,46,2,14,6,10,Mon,1
1920,12.1,46,8,14,6,11,Tue,1
1380,10.2,46,33,20,6,11,Tue,1
3540,13.4,46,28,22,6,12,Wed,1
600,2.6,46,43,12,6,13,Thu,1
600,3.0,46,69,16,6,13,Thu,1
3300,12.9,46,8,17,6,14,Fri,1
