secs,miles,pickup,dropoff,hour,month,day,wday,company_id
388,1.81,19,21,3,1,1,Tue,16
1699,10.46,19,1,3,1,1,Tue,16
300,1.2,19,22,22,1,18,Fri,16
2558,8.49,19,32,17,1,26,Sat,16
1992,11.12,19,31,19,2,2,Sat,16
1121,3.41,19,14,18,2,8,Fri,16
721,3.29,19,25,19,2,8,Fri,16
381,1.91,19,22,4,2,9,Sat,16
494,1.94,19,21,12,2,10,Sun,16
1026,3.45,19,25,17,2,15,Fri,16
593,1.62,19,15,16,3,25,Mon,16
622,2.88,19,25,19,3,31,Sun,16
238,1.06,19,17,9,4,4,Thu,16
3095,5.83,19,16,18,4,18,Thu,16
1972,9.88,19,28,11,4,30,Tue,16
123,0.5,19,17,10,5,10,Fri,16
163,0.88,19,17,10,5,15,Wed,16
1898,6.36,19,6,15,5,18,Sat,16
124,0.78,19,17,10,5,21,Tue,16
258,1.43,19,15,10,5,23,Thu,16
90,0.53,19,17,10,6,2,Sun,16
2029,9.74,19,56,18,6,2,Sun,16
857,4.22,19,14,1,6,6,Thu,16
149,0.78,19,17,10,6,7,Fri,16
945,3.59,19,23,12,6,7,Fri,16
1066,4.07,19,22,11,6,11,Tue,16
2456,9.19,19,32,15,6,14,Fri,16
1695,5.71,19,21,0,6,16,Sun,16
185,0.72,19,17,10,6,16,Sun,16
569,1.54,19,19,4,6,17,Mon,16
754,3.24,19,21,4,6,17,Mon,16
95,0.63,19,20,11,6,21,Fri,16
2171,8.9,19,28,13,6,29,Sat,16
360,0.72,19,15,13,7,3,Wed,16
2172,9.35,19,8,17,7,5,Fri,16
485,2.03,19,25,9,7,18,Thu,16
443,1.74,19,22,15,7,21,Sun,16
609,3.09,19,22,23,7,31,Wed,16
316,0.98,19,19,12,8,2,Fri,16
639,2.97,19,28,12,8,2,Fri,16
1306,4.67,19,22,21,8,3,Sat,16
2383,7.68,19,3,16,8,14,Wed,16
1674,7.65,19,19,20,9,1,Sun,16
563,1.72,19,16,15,9,2,Mon,16
2125,17.9,19,19,14,9,3,Tue,16
841,1.03,19,32,15,9,3,Tue,16
1583,18.24,19,19,19,9,3,Tue,16
1972,19.28,19,11,21,9,3,Tue,16
1003,12.22,19,19,0,9,7,Sat,16
3143,8.61,19,8,12,9,11,Wed,16
1013,3.2,19,21,3,9,16,Mon,16
1740,5.05,19,7,16,9,17,Tue,16
419,1.34,19,19,13,10,12,Sat,16
702,2.18,19,21,16,10,15,Tue,16
3469,18.06,19,19,6,10,17,Thu,16
583,1.21,19,19,7,10,17,Thu,16
5419,20.25,19,19,7,10,17,Thu,16
2114,21.52,19,11,9,10,17,Thu,16
2821,9.32,19,32,16,10,18,Fri,16
603,1.89,19,19,8,10,19,Sat,16
533,1.81,19,19,9,10,19,Sat,16
903,3.21,19,22,18,10,20,Sun,16
4573,18.57,19,19,6,10,21,Mon,16
2320,17.87,19,19,9,10,21,Mon,16
505,1.23,19,19,10,10,21,Mon,16
683,5.25,19,19,10,10,21,Mon,16
2564,18.19,19,11,12,10,21,Mon,16
601,2.89,19,11,12,10,22,Tue,16
1207,14.38,19,19,6,10,28,Mon,16
1461,14.55,19,11,5,10,30,Wed,16
3224,15.74,19,19,5,10,31,Thu,16
868,3.4,19,23,20,11,2,Sat,16
1168,4.31,19,16,19,11,3,Sun,16
885,2.52,19,19,12,11,4,Mon,16
1473,5.94,19,24,14,11,10,Sun,16
1684,6.59,19,24,16,11,12,Tue,16
1170,4.04,19,16,10,11,13,Wed,16
2585,8.88,19,76,16,11,25,Mon,16
1018,3.59,19,17,13,11,26,Tue,16
1426,13.02,19,19,7,12,2,Mon,16
2917,16.98,19,28,8,12,2,Mon,16
667,2.48,19,19,10,12,3,Tue,16
2310,8.3,19,8,11,12,8,Sun,16
2349,8.56,19,8,14,12,23,Mon,16
2118,8.68,19,6,15,12,28,Sat,16
