secs,miles,pickup,dropoff,hour,month,day,wday,company_id
3840,9.8,32,57,8,1,25,Fri,0
3120,0.7,28,57,18,1,29,Tue,0
1320,0.6,8,57,2,2,2,Sat,0
2820,1.8,76,57,23,2,11,Mon,0
1380,0.5,28,57,10,2,12,Tue,0
1020,0.5,32,57,11,3,23,Sat,0
3960,1.8,76,57,18,5,3,Fri,0
1200,0.5,32,57,11,5,8,Wed,0
1800,0.5,8,57,8,6,3,Mon,0
2100,0.5,28,57,15,6,21,Fri,0
4260,0.8,33,57,8,6,26,Wed,0
1440,0.5,8,57,10,7,9,Tue,0
1080,0.5,28,57,9,7,11,Thu,0
2580,0.9,5,57,19,7,27,Sat,0
1260,0.6,8,57,18,8,3,Sat,0
900,0.6,8,57,4,8,4,Sun,0
2760,0.6,8,57,15,8,31,Sat,0
3480,1.4,56,57,15,9,4,Wed,0
4740,1.8,76,57,18,9,17,Tue,0
1260,0.5,32,57,9,10,15,Tue,0
1920,0.5,41,57,15,10,17,Thu,0
1440,0.5,32,57,13,11,15,Fri,0
1080,0.6,8,57,4,11,18,Mon,0
2280,1.0,32,57,6,11,18,Mon,0
480,2.3,56,57,0,1,1,Tue,1
1260,11.2,8,57,2,1,1,Tue,1
2640,27.9,76,57,14,1,2,Wed,1
780,8.9,28,57,3,1,3,Thu,1
300,2.2,56,57,6,1,3,Thu,1
600,8.0,28,57,3,1,4,Fri,1
840,7.7,28,57,2,1,5,Sat,1
960,6.9,28,57,23,1,5,Sat,1
180,1.1,57,57,17,1,9,Wed,1
1320,9.5,32,57,9,1,10,Thu,1
540,1.7,56,57,18,1,10,Thu,1
1080,10.0,32,57,2,1,11,Fri,1
840,0.5,28,57,10,1,11,Fri,1
600,7.4,28,57,4,1,13,Sun,1
1440,11.8,8,57,1,1,14,Mon,1
1260,11.2,8,57,23,1,16,Wed,1
2820,0.7,32,57,17,1,18,Fri,1
1140,0.6,8,57,1,1,20,Sun,1
300,1.8,56,57,13,1,20,Sun,1
360,2.3,56,57,1,1,21,Mon,1
1140,0.7,8,57,2,1,21,Mon,1
900,0.5,8,57,5,1,21,Mon,1
1380,10.5,32,57,10,1,22,Tue,1
840,4.9,56,57,0,1,24,Thu,1
780,2.7,58,57,5,1,26,Sat,1
480,2.4,56,57,10,1,26,Sat,1
3000,0.5,32,57,18,1,30,Wed,1
8220,1.8,62,57,20,1,31,Thu,1
1020,8.9,28,57,10,2,1,Fri,1
1260,8.9,44,57,9,2,3,Sun,1
2040,29.1,76,57,20,2,3,Sun,1
1380,8.6,28,57,12,2,4,Mon,1
600,2.3,56,57,13,2,4,Mon,1
600,1.7,56,57,19,2,5,Tue,1
660,2.1,56,57,17,2,6,Wed,1
660,2.0,56,57,23,2,6,Wed,1
600,2.1,56,57,14,2,7,Thu,1
960,9.0,32,57,1,2,9,Sat,1
1500,8.1,42,57,9,2,9,Sat,1
2580,21.1,8,57,4,2,10,Sun,1
360,2.1,65,57,10,2,11,Mon,1
1500,9.2,32,57,20,2,11,Mon,1
1860,11.0,8,57,8,2,12,Tue,1
5760,0.7,32,57,18,2,12,Tue,1
480,1.9,56,57,21,2,12,Tue,1
1080,0.7,22,57,5,2,13,Wed,1
1440,0.5,8,57,13,2,21,Thu,1
600,2.5,56,57,10,2,22,Fri,1
1440,15.1,34,57,3,2,23,Sat,1
840,8.4,28,57,4,2,23,Sat,1
