secs,miles,pickup,dropoff,hour,month,day,wday,company_id
1320,0.5,32,61,19,1,3,Thu,0
2280,1.5,76,61,22,1,12,Sat,0
1620,0.5,32,61,10,1,18,Fri,0
900,0.5,28,61,8,1,25,Fri,0
1080,0.7,24,61,3,1,26,Sat,0
1080,0.6,56,61,22,2,13,Wed,0
1320,0.6,32,61,20,3,22,Fri,0
2700,1.3,76,61,19,4,22,Mon,0
1020,0.5,8,61,2,5,13,Mon,0
1500,0.5,32,61,15,5,16,Thu,0
1020,0.5,8,61,0,5,29,Wed,0
1380,0.5,7,61,21,5,31,Fri,0
1620,0.5,8,61,12,6,9,Sun,0
2820,0.8,32,61,21,6,16,Sun,0
1560,0.5,56,61,14,6,18,Tue,0
1680,0.5,28,61,17,6,18,Tue,0
840,0.5,8,61,4,6,26,Wed,0
5040,1.4,76,61,15,6,28,Fri,0
1620,0.9,6,61,5,7,1,Mon,0
1380,0.5,28,61,16,7,8,Mon,0
1320,0.5,28,61,14,7,19,Fri,0
960,0.5,32,61,2,7,30,Tue,0
1380,0.5,32,61,14,8,5,Mon,0
3060,0.6,28,61,15,8,14,Wed,0
1320,0.8,6,61,3,8,22,Thu,0
1320,0.5,32,61,13,8,27,Tue,0
1260,0.7,24,61,1,9,21,Sat,0
1380,0.5,8,61,16,9,23,Mon,0
1140,0.5,32,61,20,9,23,Mon,0
1140,0.5,28,61,8,9,24,Tue,0
1200,0.6,8,61,5,9,29,Sun,0
1560,0.5,32,61,17,10,16,Wed,0
1380,0.5,28,61,16,10,29,Tue,0
1320,0.5,28,61,13,10,30,Wed,0
4500,1.5,76,61,7,11,6,Wed,0
1920,0.8,6,61,5,12,8,Sun,0
1020,0.5,32,61,2,1,1,Tue,1
1320,0.7,22,61,3,1,1,Tue,1
1380,6.3,28,61,8,1,1,Tue,1
1080,5.1,56,61,18,1,1,Tue,1
1080,5.5,28,61,8,1,2,Wed,1
1020,5.8,27,61,8,1,2,Wed,1
1140,7.7,45,61,9,1,2,Wed,1
1560,10.9,27,61,12,1,3,Thu,1
1320,0.6,8,61,12,1,3,Thu,1
780,2.4,38,61,15,1,3,Thu,1
720,2.8,38,61,11,1,4,Fri,1
1380,8.9,24,61,14,1,4,Fri,1
840,6.5,28,61,15,1,4,Fri,1
1260,7.9,32,61,16,1,4,Fri,1
1200,7.0,8,61,19,1,4,Fri,1
540,4.2,33,61,3,1,5,Sat,1
720,3.1,41,61,11,1,5,Sat,1
420,1.9,60,61,11,1,5,Sat,1
2460,13.8,32,61,2,1,6,Sun,1
1020,8.4,8,61,4,1,6,Sun,1
1140,8.7,8,61,5,1,6,Sun,1
240,1.6,37,61,2,1,7,Mon,1
1020,6.0,24,61,17,1,7,Mon,1
1260,4.6,31,61,8,1,8,Tue,1
780,6.9,28,61,10,1,8,Tue,1
1140,4.1,29,61,12,1,8,Tue,1
660,1.7,61,61,15,1,8,Tue,1
1200,10.5,56,61,16,1,8,Tue,1
960,4.8,39,61,8,1,9,Wed,1
1260,6.4,32,61,19,1,9,Wed,1
1020,0.5,28,61,0,1,10,Thu,1
840,7.9,32,61,8,1,10,Thu,1
780,3.5,68,61,13,1,11,Fri,1
1140,12.7,6,61,1,1,12,Sat,1
1020,8.5,28,61,9,1,12,Sat,1
2340,25.4,76,61,0,1,13,Sun,1
780,5.8,28,61,5,1,13,Sun,1
1140,9.8,24,61,22,1,13,Sun,1
1080,4.5,31,61,9,1,14,Mon,1
960,10.7,8,61,4,1,15,Tue,1
1140,4.9,39,61,8,1,15,Tue,1
1140,4.1,31,61,8,1,15,Tue,1
540,2.3,39,61,11,1,15,Tue,1
1380,9.2,24,61,19,1,15,Tue,1
1080,6.2,32,61,20,1,15,Tue,1
1320,9.2,8,61,7,1,16,Wed,1
1620,5.5,28,61,8,1,16,Wed,1
1500,9.2,8,61,12,1,16,Wed,1
1020,4.5,41,61,11,1,17,Thu,1
1500,5.6,28,61,8,1,18,Fri,1
840,7.0,28,61,9,1,18,Fri,1
1020,0.5,8,61,14,1,18,Fri,1
900,3.7,41,61,16,1,18,Fri,1
900,3.3,41,61,18,1,18,Fri,1
1080,4.6,28,61,21,1,18,Fri,1
1140,7.2,28,61,0,1,19,Sat,1
2640,21.2,76,61,7,1,19,Sat,1
780,4.1,35,61,11,1,19,Sat,1
780,4.4,69,61,15,1,19,Sat,1
1320,8.4,23,61,4,1,20,Sun,1
720,2.8,67,61,12,1,20,Sun,1
720,4.0,41,61,11,1,21,Mon,1
840,6.6,32,61,16,1,21,Mon,1
1020,4.7,39,61,8,1,22,Tue,1
660,2.6,35,61,11,1,22,Tue,1
1020,7.0,28,61,8,1,23,Wed,1
1200,5.0,36,61,11,1,23,Wed,1
1560,5.7,29,61,17,1,23,Wed,1
1260,4.9,39,61,8,1,25,Fri,1
1260,5.3,28,61,8,1,25,Fri,1
960,2.2,37,61,11,1,25,Fri,1
1080,5.9,28,61,17,1,25,Fri,1
1260,11.8,6,61,4,1,26,Sat,1
900,3.6,37,61,8,1,26,Sat,1
840,3.7,38,61,11,1,26,Sat,1
420,1.8,34,61,13,1,26,Sat,1
2040,1.5,76,61,14,1,26,Sat,1
780,8.2,8,61,5,1,27,Sun,1
1800,3.4,38,61,15,1,27,Sun,1
3720,0.7,53,61,0,1,28,Mon,1
1140,12.4,21,61,13,1,28,Mon,1
1680,5.2,28,61,18,1,28,Mon,1
1260,6.5,28,61,10,1,29,Tue,1
1440,4.8,56,61,12,1,29,Tue,1
1020,5.0,33,61,18,1,29,Tue,1
3660,7.2,41,61,12,1,30,Wed,1
840,8.8,24,61,14,1,30,Wed,1
360,1.7,38,61,18,1,30,Wed,1
300,3.0,34,61,21,1,30,Wed,1
1260,0.5,32,61,5,1,31,Thu,1
1380,4.7,39,61,10,1,31,Thu,1
960,0.5,8,61,12,1,31,Thu,1
1440,5.5,32,61,16,1,31,Thu,1
1140,0.5,24,61,1,2,1,Fri,1
1020,0.5,28,61,5,2,1,Fri,1
1020,3.8,34,61,11,2,1,Fri,1
1800,9.1,24,61,15,2,1,Fri,1
600,2.1,60,61,16,2,1,Fri,1
1680,5.6,28,61,16,2,1,Fri,1
1200,11.1,56,61,22,2,1,Fri,1
780,8.0,24,61,1,2,2,Sat,1
1080,0.5,32,61,1,2,2,Sat,1
960,4.4,35,61,2,2,2,Sat,1
840,8.2,8,61,3,2,2,Sat,1
240,1.6,34,61,3,2,2,Sat,1
1200,4.3,37,61,9,2,2,Sat,1
1980,10.4,24,61,6,2,3,Sun,1
960,6.8,45,61,22,2,3,Sun,1
1680,6.6,28,61,8,2,4,Mon,1
1020,4.1,31,61,9,2,4,Mon,1
960,4.3,28,61,12,2,4,Mon,1
1020,4.9,39,61,8,2,5,Tue,1
900,4.0,41,61,13,2,5,Tue,1
1860,5.5,28,61,8,2,6,Wed,1
960,3.4,39,61,9,2,6,Wed,1
720,5.6,28,61,10,2,6,Wed,1
840,2.9,38,61,11,2,6,Wed,1
720,2.9,60,61,14,2,6,Wed,1
2160,12.8,56,61,16,2,6,Wed,1
1320,4.6,30,61,17,2,6,Wed,1
2160,6.7,28,61,8,2,7,Thu,1
1680,7.6,45,61,9,2,7,Thu,1
420,1.6,38,61,12,2,7,Thu,1
1320,0.5,8,61,13,2,7,Thu,1
600,2.2,60,61,14,2,7,Thu,1
840,5.5,28,61,20,2,7,Thu,1
1080,8.8,8,61,1,2,8,Fri,1
2160,11.4,25,61,7,2,8,Fri,1
1140,4.9,39,61,8,2,8,Fri,1
660,5.3,28,61,11,2,8,Fri,1
1020,6.8,32,61,14,2,8,Fri,1
180,1.0,37,61,18,2,8,Fri,1
480,1.8,34,61,12,2,9,Sat,1
600,3.3,59,61,12,2,9,Sat,1
180,1.0,37,61,13,2,9,Sat,1
