secs,miles,pickup,dropoff,hour,month,day,wday,company_id
891,2.53,8,24,0,1,1,Tue,10
893,3.13,7,24,0,1,1,Tue,10
705,3.43,8,24,0,1,1,Tue,10
913,2.48,8,24,0,1,1,Tue,10
705,2.78,8,24,0,1,1,Tue,10
915,2.89,8,24,0,1,1,Tue,10
995,3.57,8,24,0,1,1,Tue,10
947,3.39,8,24,0,1,1,Tue,10
770,2.64,22,24,0,1,1,Tue,10
715,1.74,8,24,1,1,1,Tue,10
302,0.56,8,24,1,1,1,Tue,10
703,2.69,8,24,1,1,1,Tue,10
933,3.51,6,24,1,1,1,Tue,10
1042,3.66,28,24,1,1,1,Tue,10
545,2.29,8,24,1,1,1,Tue,10
1035,4.16,6,24,1,1,1,Tue,10
1869,6.94,8,24,1,1,1,Tue,10
659,3.39,22,24,1,1,1,Tue,10
363,1.41,24,24,1,1,1,Tue,10
468,2.24,8,24,1,1,1,Tue,10
732,3.07,8,24,1,1,1,Tue,10
464,2.57,32,24,1,1,1,Tue,10
662,2.16,24,24,1,1,1,Tue,10
835,2.23,8,24,1,1,1,Tue,10
1285,4.67,8,24,1,1,1,Tue,10
803,3.21,8,24,1,1,1,Tue,10
599,2.39,8,24,1,1,1,Tue,10
454,1.9,8,24,1,1,1,Tue,10
1340,4.54,8,24,1,1,1,Tue,10
739,1.69,8,24,1,1,1,Tue,10
726,3.25,8,24,2,1,1,Tue,10
827,2.91,7,24,2,1,1,Tue,10
670,2.15,28,24,2,1,1,Tue,10
589,2.81,28,24,2,1,1,Tue,10
581,2.7,24,24,2,1,1,Tue,10
568,1.62,8,24,2,1,1,Tue,10
817,2.68,8,24,2,1,1,Tue,10
548,2.85,24,24,2,1,1,Tue,10
478,2.7,8,24,2,1,1,Tue,10
1027,4.12,32,24,2,1,1,Tue,10
530,1.69,8,24,2,1,1,Tue,10
767,3.39,8,24,2,1,1,Tue,10
743,3.38,24,24,2,1,1,Tue,10
871,3.43,8,24,2,1,1,Tue,10
1105,4.87,6,24,2,1,1,Tue,10
313,1.41,24,24,2,1,1,Tue,10
381,1.64,8,24,2,1,1,Tue,10
806,3.51,8,24,2,1,1,Tue,10
581,2.75,22,24,2,1,1,Tue,10
442,1.41,22,24,2,1,1,Tue,10
640,2.89,8,24,2,1,1,Tue,10
244,0.67,24,24,2,1,1,Tue,10
700,3.15,8,24,3,1,1,Tue,10
333,1.42,24,24,3,1,1,Tue,10
709,3.06,8,24,3,1,1,Tue,10
460,2.26,8,24,3,1,1,Tue,10
715,2.64,8,24,3,1,1,Tue,10
524,1.34,24,24,3,1,1,Tue,10
493,2.8,8,24,3,1,1,Tue,10
432,3.48,24,24,3,1,1,Tue,10
607,1.7,8,24,3,1,1,Tue,10
930,3.8,8,24,4,1,1,Tue,10
827,5.09,8,24,4,1,1,Tue,10
512,2.19,7,24,4,1,1,Tue,10
312,1.25,8,24,4,1,1,Tue,10
474,3.9,32,24,4,1,1,Tue,10
329,1.49,22,24,5,1,1,Tue,10
328,1.37,24,24,5,1,1,Tue,10
416,3.37,8,24,5,1,1,Tue,10
453,1.38,22,24,6,1,1,Tue,10
306,1.2,24,24,7,1,1,Tue,10
1947,13.52,56,24,8,1,1,Tue,10
448,0.99,33,24,8,1,1,Tue,10
1162,5.09,6,24,8,1,1,Tue,10
655,4.52,28,24,9,1,1,Tue,10
408,2.86,28,24,11,1,1,Tue,10
1020,14.64,76,24,11,1,1,Tue,10
1137,12.36,56,24,11,1,1,Tue,10
809,4.78,33,24,11,1,1,Tue,10
1407,12.99,56,24,11,1,1,Tue,10
833,6.71,32,24,11,1,1,Tue,10
87,0.69,24,24,12,1,1,Tue,10
1355,17.61,76,24,12,1,1,Tue,10
1005,4.32,6,24,12,1,1,Tue,10
