secs,miles,pickup,dropoff,hour,month,day,wday,company_id
240,0.5,32,32,15,1,2,Wed,47
300,0.8,32,8,15,1,2,Wed,47
1080,8.6,32,77,15,1,2,Wed,47
240,0.5,32,32,16,1,2,Wed,47
360,1.1,8,8,17,1,2,Wed,47
900,1.3,32,28,18,1,2,Wed,47
360,0.8,32,28,18,1,2,Wed,47
840,2.6,7,32,15,1,3,Thu,47
480,0.8,8,8,17,1,3,Thu,47
360,0.7,32,28,18,1,3,Thu,47
360,0.6,32,32,18,1,3,Thu,47
720,1.2,32,8,19,1,3,Thu,47
480,1.3,32,28,19,1,3,Thu,47
720,2.4,7,32,9,1,4,Fri,47
660,2.4,7,32,10,1,4,Fri,47
660,2.7,7,8,11,1,4,Fri,47
480,1.2,7,8,11,1,4,Fri,47
780,3.0,28,8,17,1,4,Fri,47
480,0.8,32,28,17,1,4,Fri,47
300,0.7,32,32,17,1,4,Fri,47
300,0.6,32,28,18,1,4,Fri,47
240,0.5,8,8,19,1,4,Fri,47
300,0.8,8,8,19,1,4,Fri,47
600,1.2,32,8,19,1,4,Fri,47
660,2.3,8,33,13,1,5,Sat,47
300,1.0,8,8,14,1,5,Sat,47
780,5.8,32,39,14,1,5,Sat,47
540,1.3,3,6,20,1,5,Sat,47
300,1.5,22,7,23,1,5,Sat,47
1080,4.0,8,8,17,1,6,Sun,47
780,2.5,7,6,18,1,6,Sun,47
180,0.5,6,3,19,1,6,Sun,47
960,4.0,6,7,19,1,6,Sun,47
240,0.8,6,7,20,1,6,Sun,47
240,1.5,6,3,21,1,6,Sun,47
300,1.4,8,24,22,1,6,Sun,47
180,0.9,24,24,23,1,6,Sun,47
300,0.6,8,32,12,1,7,Mon,47
300,0.5,32,32,12,1,7,Mon,47
600,1.6,28,8,19,1,7,Mon,47
480,1.3,8,32,19,1,7,Mon,47
240,0.9,32,32,20,1,7,Mon,47
720,2.7,6,77,22,1,7,Mon,47
360,3.5,6,8,22,1,7,Mon,47
780,0.7,32,28,18,1,8,Tue,47
300,0.7,32,28,18,1,8,Tue,47
720,1.4,32,8,19,1,8,Tue,47
840,3.9,32,24,20,1,8,Tue,47
720,2.6,28,8,21,1,8,Tue,47
300,0.7,8,32,21,1,8,Tue,47
300,0.7,32,32,22,1,8,Tue,47
480,1.4,32,8,18,1,9,Wed,47
300,1.1,8,8,18,1,9,Wed,47
1620,3.0,8,28,18,1,9,Wed,47
660,1.7,28,8,19,1,9,Wed,47
240,0.8,32,8,12,1,10,Thu,47
1140,2.1,32,7,18,1,10,Thu,47
780,1.1,8,28,19,1,10,Thu,47
480,1.3,32,8,19,1,10,Thu,47
540,1.4,8,32,20,1,10,Thu,47
420,1.4,32,8,20,1,10,Thu,47
720,2.0,8,33,20,1,10,Thu,47
420,1.4,32,8,21,1,10,Thu,47
300,0.9,8,32,21,1,10,Thu,47
420,1.3,32,8,15,1,11,Fri,47
1440,2.3,8,32,15,1,11,Fri,47
720,4.0,8,6,18,1,11,Fri,47
480,1.5,7,7,18,1,11,Fri,47
1020,2.7,8,7,19,1,11,Fri,47
660,2.2,6,3,1,1,12,Sat,47
1020,3.1,8,5,22,1,12,Sat,47
240,0.8,24,24,23,1,12,Sat,47
660,1.6,32,8,0,1,13,Sun,47
420,1.7,6,3,1,1,13,Sun,47
480,1.5,7,8,11,1,14,Mon,47
420,0.9,32,32,12,1,14,Mon,47
480,1.2,8,32,12,1,14,Mon,47
900,4.4,32,24,13,1,14,Mon,47
420,1.0,8,32,19,1,14,Mon,47
720,4.7,7,32,21,1,14,Mon,47
1080,3.8,6,4,22,1,14,Mon,47
600,2.5,6,4,23,1,14,Mon,47
300,0.5,28,28,17,1,15,Tue,47
420,0.5,32,32,18,1,15,Tue,47
840,0.8,32,28,18,1,15,Tue,47
1200,2.6,32,7,18,1,15,Tue,47
720,2.2,7,8,20,1,15,Tue,47
180,0.6,32,28,22,1,15,Tue,47
360,1.0,28,8,22,1,15,Tue,47
660,3.4,3,2,0,1,16,Wed,47
360,1.1,6,3,0,1,16,Wed,47
480,0.9,28,8,18,1,17,Thu,47
840,1.3,8,28,18,1,17,Thu,47
720,5.0,28,22,18,1,17,Thu,47
600,0.5,32,8,19,1,17,Thu,47
360,0.9,8,8,20,1,17,Thu,47
900,6.4,8,3,21,1,17,Thu,47
480,1.4,7,7,21,1,17,Thu,47
420,1.6,32,8,22,1,17,Thu,47
540,1.9,7,8,22,1,17,Thu,47
360,1.5,32,8,23,1,17,Thu,47
840,1.5,28,8,18,1,18,Fri,47
1320,3.5,28,7,18,1,18,Fri,47
300,0.7,32,32,18,1,18,Fri,47
420,0.8,8,8,19,1,18,Fri,47
720,2.4,8,28,19,1,18,Fri,47
720,3.6,7,8,22,1,18,Fri,47
360,1.4,8,8,22,1,18,Fri,47
240,0.5,8,8,22,1,18,Fri,47
600,2.9,8,28,23,1,18,Fri,47
240,0.8,32,28,22,1,19,Sat,47
900,2.0,8,28,22,1,19,Sat,47
480,1.7,32,33,23,1,19,Sat,47
780,2.7,32,7,0,1,20,Sun,47
480,2.0,28,24,1,1,20,Sun,47
240,0.6,8,8,1,1,20,Sun,47
420,1.5,8,32,22,1,20,Sun,47
540,4.3,32,27,0,1,21,Mon,47
540,2.1,24,8,22,1,21,Mon,47
300,0.5,32,8,14,1,22,Tue,47
240,0.5,8,8,15,1,22,Tue,47
780,2.2,32,8,16,1,22,Tue,47
360,0.7,32,32,17,1,22,Tue,47
480,1.5,32,8,17,1,22,Tue,47
900,2.9,8,7,17,1,22,Tue,47
1500,7.0,32,39,18,1,22,Tue,47
300,0.6,32,32,19,1,22,Tue,47
1020,2.3,32,28,19,1,22,Tue,47
240,0.8,32,32,17,1,23,Wed,47
180,0.7,8,8,17,1,23,Wed,47
360,0.6,32,8,17,1,23,Wed,47
720,1.3,32,28,18,1,23,Wed,47
900,1.4,28,32,18,1,23,Wed,47
360,1.6,32,31,18,1,23,Wed,47
660,1.8,28,8,18,1,23,Wed,47
1140,1.5,32,8,19,1,23,Wed,47
540,1.6,32,8,19,1,23,Wed,47
600,1.6,8,28,20,1,23,Wed,47
360,0.6,28,32,20,1,23,Wed,47
240,0.8,28,32,22,1,23,Wed,47
1020,1.1,32,8,18,1,24,Thu,47
480,0.8,8,8,19,1,24,Thu,47
780,1.7,8,32,19,1,24,Thu,47
540,1.7,32,8,19,1,24,Thu,47
960,4.7,8,6,20,1,24,Thu,47
180,0.5,32,32,21,1,24,Thu,47
480,0.9,8,32,21,1,24,Thu,47
480,1.6,28,8,21,1,24,Thu,47
360,1.3,32,28,22,1,24,Thu,47
240,1.1,32,28,22,1,24,Thu,47
480,1.7,32,8,18,1,26,Sat,47
720,2.3,6,21,20,1,26,Sat,47
720,2.0,8,28,15,1,29,Tue,47
660,2.2,32,34,16,1,29,Tue,47
1020,2.9,28,24,17,1,29,Tue,47
420,0.7,32,28,17,1,29,Tue,47
480,0.6,32,32,18,1,29,Tue,47
1380,1.5,32,8,18,1,29,Tue,47
240,0.5,32,28,17,1,30,Wed,47
600,1.7,32,8,17,1,30,Wed,47
300,1.1,32,32,17,1,30,Wed,47
480,1.5,8,28,18,1,30,Wed,47
1080,3.4,7,32,9,1,31,Thu,47
240,0.7,32,8,12,1,31,Thu,47
360,1.4,32,28,12,1,31,Thu,47
720,1.6,28,8,19,1,31,Thu,47
240,0.5,32,8,19,1,31,Thu,47
540,1.3,32,33,19,1,31,Thu,47
2640,17.4,32,76,11,2,1,Fri,47
420,1.0,32,8,13,2,1,Fri,47
1740,2.6,32,24,18,2,1,Fri,47
300,0.6,28,28,19,2,1,Fri,47
1800,7.0,28,15,19,2,1,Fri,47
120,0.5,6,6,21,2,1,Fri,47
300,0.6,32,8,22,2,1,Fri,47
780,2.2,24,7,22,2,1,Fri,47
720,4.2,8,6,23,2,2,Sat,47
1140,5.6,22,8,1,2,3,Sun,47
360,1.3,32,8,1,2,3,Sun,47
420,1.8,28,32,21,2,3,Sun,47
540,1.6,32,8,21,2,3,Sun,47
1020,3.6,7,6,22,2,3,Sun,47
720,4.4,6,8,22,2,3,Sun,47
600,3.9,8,5,23,2,3,Sun,47
660,1.3,6,3,23,2,3,Sun,47
900,1.0,32,8,18,2,4,Mon,47
600,2.0,28,28,20,2,4,Mon,47
1200,9.1,32,77,20,2,4,Mon,47
780,5.7,28,5,23,2,4,Mon,47
720,3.6,24,22,23,2,4,Mon,47
480,1.3,32,8,21,2,5,Tue,47
300,0.7,8,28,22,2,5,Tue,47
360,1.2,8,8,22,2,5,Tue,47
660,5.4,8,3,23,2,5,Tue,47
240,0.6,32,32,19,2,6,Wed,47
