secs,miles,pickup,dropoff,hour,month,day,wday,company_id
900,7.6,76,9,15,1,1,Tue,41
1320,18.1,76,8,16,1,1,Tue,41
1680,19.0,76,32,10,1,2,Wed,41
300,0.9,32,8,11,1,2,Wed,41
420,0.8,8,8,12,1,2,Wed,41
300,0.6,8,32,13,1,2,Wed,41
240,0.7,32,32,13,1,2,Wed,41
300,0.6,32,8,13,1,2,Wed,41
1860,18.5,8,76,15,1,2,Wed,41
1740,18.9,76,8,21,1,2,Wed,41
1500,9.5,76,12,15,1,3,Thu,41
3360,18.5,76,8,17,1,3,Thu,41
1440,2.8,8,24,19,1,3,Thu,41
540,1.0,8,28,20,1,3,Thu,41
840,2.0,32,8,20,1,3,Thu,41
1080,7.2,8,5,21,1,3,Thu,41
1980,15.0,76,7,14,1,4,Fri,41
1020,4.6,32,7,16,1,4,Fri,41
900,4.9,8,22,17,1,4,Fri,41
1620,2.7,8,28,18,1,4,Fri,41
960,2.3,8,7,19,1,4,Fri,41
600,1.4,8,8,20,1,4,Fri,41
420,1.1,8,8,21,1,4,Fri,41
240,0.5,8,8,21,1,4,Fri,41
960,2.8,8,7,22,1,4,Fri,41
540,1.7,7,6,22,1,4,Fri,41
1500,12.4,76,5,20,1,5,Sat,41
1320,18.2,76,8,8,1,6,Sun,41
540,2.1,32,28,10,1,6,Sun,41
300,1.1,6,7,19,1,6,Sun,41
2520,15.2,76,24,13,1,8,Tue,41
1560,18.0,76,8,14,1,9,Wed,41
540,1.1,8,28,15,1,9,Wed,41
540,1.3,8,28,15,1,9,Wed,41
360,0.7,28,32,16,1,9,Wed,41
120,0.5,8,8,16,1,9,Wed,41
600,1.8,8,8,17,1,9,Wed,41
300,0.7,8,32,17,1,9,Wed,41
1440,1.4,8,28,18,1,9,Wed,41
1260,2.3,28,7,18,1,9,Wed,41
1380,5.4,8,7,19,1,9,Wed,41
240,0.5,8,32,20,1,9,Wed,41
1140,7.1,8,5,21,1,9,Wed,41
1680,18.0,76,32,13,1,10,Thu,41
420,0.6,8,32,14,1,10,Thu,41
2160,13.1,32,56,15,1,10,Thu,41
2580,10.2,56,72,17,1,10,Thu,41
1020,2.7,33,8,19,1,10,Thu,41
480,0.9,8,8,19,1,10,Thu,41
480,1.4,8,28,20,1,10,Thu,41
660,2.1,28,7,20,1,10,Thu,41
1620,17.0,8,72,21,1,10,Thu,41
2100,12.2,76,3,15,1,11,Fri,41
360,0.7,8,32,16,1,11,Fri,41
840,1.3,32,8,17,1,11,Fri,41
360,0.5,8,8,17,1,11,Fri,41
1260,2.8,8,28,18,1,11,Fri,41
600,1.6,28,32,18,1,11,Fri,41
1620,1.0,8,8,18,1,11,Fri,41
360,0.8,8,8,19,1,11,Fri,41
840,1.1,8,28,19,1,11,Fri,41
780,2.0,32,8,20,1,11,Fri,41
900,2.6,8,7,21,1,11,Fri,41
480,1.3,8,8,22,1,11,Fri,41
1560,17.5,76,8,13,1,13,Sun,41
900,3.4,8,33,14,1,13,Sun,41
660,1.8,33,32,14,1,13,Sun,41
240,0.7,8,8,15,1,13,Sun,41
2340,14.4,76,6,18,1,13,Sun,41
1620,17.2,76,7,21,1,13,Sun,41
780,5.6,6,8,22,1,13,Sun,41
1560,18.4,76,32,13,1,14,Mon,41
480,1.0,8,32,14,1,14,Mon,41
540,1.2,32,8,15,1,14,Mon,41
2340,17.9,76,8,19,1,14,Mon,41
900,5.0,8,22,20,1,14,Mon,41
540,1.6,32,8,21,1,14,Mon,41
2100,18.4,76,8,10,1,15,Tue,41
300,1.0,8,32,11,1,15,Tue,41
2280,18.2,76,32,16,1,15,Tue,41
360,0.6,32,32,16,1,15,Tue,41
1020,3.2,32,24,17,1,15,Tue,41
1080,3.2,8,24,18,1,15,Tue,41
480,0.8,8,28,18,1,15,Tue,41
600,1.1,8,28,19,1,15,Tue,41
780,1.7,32,8,19,1,15,Tue,41
600,1.0,8,32,20,1,15,Tue,41
360,1.1,32,32,20,1,15,Tue,41
3480,18.1,76,32,17,1,16,Wed,41
1020,2.0,32,8,18,1,16,Wed,41
1080,1.6,8,28,18,1,16,Wed,41
960,2.6,32,24,19,1,16,Wed,41
1800,18.3,76,32,13,1,17,Thu,41
180,0.5,8,8,14,1,17,Thu,41
