secs,miles,pickup,dropoff,hour,month,day,wday,company_id
1440,0.5,57,75,2,4,27,Sat,0
1260,0.5,57,32,14,5,13,Mon,0
960,0.5,57,8,21,5,27,Mon,0
26040,65.8,57,76,9,1,2,Wed,1
180,0.6,57,62,16,1,2,Wed,1
1020,8.8,57,28,13,1,5,Sat,1
420,2.1,57,56,5,1,7,Mon,1
60,0.9,57,58,14,1,8,Tue,1
180,1.1,57,57,17,1,9,Wed,1
600,7.5,57,33,3,1,17,Thu,1
1380,8.5,57,28,10,1,18,Fri,1
840,8.6,57,32,4,1,20,Sun,1
420,1.8,57,63,11,1,20,Sun,1
2340,8.9,57,32,8,1,22,Tue,1
1080,8.7,57,32,15,1,23,Wed,1
600,8.6,57,32,4,1,26,Sat,1
1140,8.9,57,28,11,1,26,Sat,1
1560,8.0,57,28,14,1,29,Tue,1
840,4.7,57,31,13,1,31,Thu,1
1320,8.0,57,28,6,2,1,Fri,1
1980,9.4,57,32,9,2,8,Fri,1
1560,0.6,57,28,20,2,8,Fri,1
1680,11.9,57,24,11,2,9,Sat,1
2100,8.7,57,28,9,2,12,Tue,1
1860,7.4,57,28,14,2,13,Wed,1
1260,8.2,57,38,13,2,16,Sat,1
1440,13.6,57,6,3,2,20,Wed,1
1320,0.6,57,32,11,2,21,Thu,1
1200,9.0,57,28,11,2,25,Mon,1
1560,0.7,57,5,12,2,26,Tue,1
780,6.3,57,31,1,2,27,Wed,1
1440,9.5,57,28,15,2,27,Wed,1
1860,7.4,57,28,13,2,28,Thu,1
360,2.1,57,56,5,3,5,Tue,1
3120,9.1,57,32,8,3,5,Tue,1
2160,0.5,57,32,9,3,6,Wed,1
2340,9.2,57,32,9,3,7,Thu,1
1440,9.9,57,32,13,3,11,Mon,1
2160,9.2,57,32,8,3,12,Tue,1
1140,6.2,57,31,9,3,12,Tue,1
2460,32.0,57,76,15,3,12,Tue,1
2580,9.1,57,32,9,3,13,Wed,1
1260,9.9,57,32,13,3,13,Wed,1
1020,8.1,57,28,6,3,15,Fri,1
1560,6.7,57,23,11,3,15,Fri,1
4380,20.6,57,10,20,3,15,Fri,1
1980,8.8,57,32,8,3,18,Mon,1
4260,25.2,57,32,12,3,18,Mon,1
1980,0.5,57,32,8,3,19,Tue,1
3540,1.6,57,76,10,3,19,Tue,1
600,3.1,57,61,2,3,20,Wed,1
2220,9.0,57,32,9,3,20,Wed,1
2160,9.3,57,32,9,3,22,Fri,1
60,0.5,57,58,11,3,25,Mon,1
2280,0.5,57,32,9,3,26,Tue,1
1140,6.8,57,25,2,3,28,Thu,1
540,2.4,57,56,6,4,1,Mon,1
2340,0.5,57,32,8,4,3,Wed,1
1680,8.9,57,32,8,4,5,Fri,1
2880,21.6,57,76,12,4,5,Fri,1
1740,6.8,57,23,15,4,13,Sat,1
1380,7.0,57,28,0,4,19,Fri,1
240,1.5,57,58,22,4,20,Sat,1
2100,16.1,57,21,8,4,21,Sun,1
1500,9.1,57,8,13,4,22,Mon,1
600,2.2,57,56,11,4,25,Thu,1
1260,10.1,57,32,12,4,26,Fri,1
480,2.5,57,59,12,4,26,Fri,1
360,1.2,57,56,17,4,30,Tue,1
900,8.0,57,28,5,5,2,Thu,1
1920,11.9,57,32,17,5,5,Sun,1
540,2.5,57,56,6,5,6,Mon,1
1500,8.7,57,28,11,5,11,Sat,1
1140,0.6,57,8,18,5,12,Sun,1
2340,9.4,57,21,6,5,14,Tue,1
1140,0.5,57,8,12,5,14,Tue,1
1260,0.6,57,39,10,5,16,Thu,1
120,1.1,57,57,20,5,19,Sun,1
1140,12.6,57,6,12,5,21,Tue,1
1920,6.6,57,39,18,5,22,Wed,1
1620,8.6,57,28,6,5,23,Thu,1
1860,11.5,57,8,12,5,23,Thu,1
1440,9.0,57,28,11,5,25,Sat,1
1140,1.5,57,56,21,5,26,Sun,1
2580,1.9,57,76,18,5,27,Mon,1
1440,11.1,57,28,12,5,29,Wed,1
1320,10.4,57,8,20,5,29,Wed,1
2220,12.9,57,49,11,5,30,Thu,1
1440,0.5,57,35,17,6,2,Sun,1
480,2.6,57,56,6,6,4,Tue,1
720,8.4,57,28,3,6,6,Thu,1
300,4.7,57,34,12,6,9,Sun,1
3120,25.1,57,76,10,6,12,Wed,1
1740,0.6,57,8,12,6,14,Fri,1
2940,17.5,57,32,11,6,16,Sun,1
960,5.9,57,28,19,6,21,Fri,1
1080,5.9,57,28,10,6,22,Sat,1
240,0.8,57,57,12,6,24,Mon,1
1380,0.6,57,32,7,6,26,Wed,1
1980,0.6,57,8,12,6,26,Wed,1
1440,7.0,57,68,9,6,27,Thu,1
2160,8.3,57,28,9,6,27,Thu,1
180,2.2,57,59,19,7,12,Fri,1
720,3.5,57,61,3,7,14,Sun,1
660,3.1,57,56,9,7,15,Mon,1
1080,8.0,57,28,7,7,18,Thu,1
1320,13.5,57,43,12,7,20,Sat,1
6240,43.0,57,28,11,7,22,Mon,1
660,3.5,57,66,21,7,23,Tue,1
1740,25.8,57,76,4,7,25,Thu,1
840,4.4,57,56,11,7,26,Fri,1
720,6.6,57,34,10,7,27,Sat,1
2820,21.6,57,57,12,7,28,Sun,1
420,2.2,57,56,4,7,29,Mon,1
1800,9.3,57,28,11,7,29,Mon,1
420,2.1,57,56,13,7,29,Mon,1
1380,8.9,57,28,11,8,2,Fri,1
600,1.8,57,56,14,8,2,Fri,1
840,10.3,57,39,17,8,2,Fri,1
1680,0.6,57,8,17,8,2,Fri,1
1620,0.6,57,8,12,8,3,Sat,1
1080,3.6,57,61,7,8,5,Mon,1
1680,0.7,57,8,11,8,5,Mon,1
4500,1.0,57,32,12,8,5,Mon,1
1620,9.6,57,32,13,8,6,Tue,1
1740,0.7,57,8,14,8,6,Tue,1
2100,0.5,57,41,16,8,7,Wed,1
1200,8.9,57,28,10,8,13,Tue,1
1560,13.7,57,24,22,8,13,Tue,1
3780,18.0,57,48,14,8,17,Sat,1
1740,24.9,57,76,5,8,18,Sun,1
420,1.4,57,62,12,8,18,Sun,1
480,2.6,57,58,6,8,19,Mon,1
420,2.2,57,56,6,8,21,Wed,1
1260,7.0,57,28,10,8,21,Wed,1
1260,4.9,57,70,14,8,21,Wed,1
1740,7.9,57,28,12,8,22,Thu,1
2400,13.7,57,8,9,8,26,Mon,1
660,5.6,57,60,1,8,27,Tue,1
